address,predicted_block,predicted_street,predicted_building,predicted_floor_num,predicted_unit_num,predicted_country,predicted_postal_code,block,street,building,floor_num,unit_num,country,postal_code,accuracy,latitude,longitude
30 BENDEMEER ROAD DBS NTUC BENDEMEER ROAD/30 #27-19 SINGAPORE 330030,30,BENDEMEER ROAD,DBS NTUC BENDEMEER ROAD/30,27,19,SINGAPORE,330030,30,BENDEMEER ROAD,DBS NTUC BENDEMEER ROAD/30,27,19,SINGAPORE,330030,1.0,1.3192664,103.8640231
118 #17-41 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560118,118,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,17,41,SINGAPORE,560118,118,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,17,41,SINGAPORE,560118,1.0,48.7368661,30.1711203
37 TANGLIN HALT GREEN TANGLIN HALT ROAD #08-18 SINGAPORE 140037,37,TANGLIN HALT ROAD,TANGLIN HALT GREEN,08,18,SINGAPORE,140037,37,TANGLIN HALT ROAD,TANGLIN HALT GREEN,08,18,SINGAPORE,140037,1.0,1.2977413,103.7980825
18 #23-78 MARINE TERRACE BREEZE MARINE TERRACE SINGAPORE 440018,18,MARINE TERRACE,MARINE TERRACE BREEZE,23,78,SINGAPORE,440018,18,MARINE TERRACE,MARINE TERRACE BREEZE,23,78,SINGAPORE,440018,1.0,53.203070562962964,44.97001845185185
663B #09-40 JURONG WEST STREET 65 SINGAPORE 642663,663B,JURONG WEST STREET 65,,09,40,SINGAPORE,642663,663B,JURONG WEST STREET 65,,09,40,SINGAPORE,642663,1.0,1.3381125,103.7016066
711 #04-81 TAMPINES STREET 71 TAMPINES STARLIGHT SINGAPORE 520711,711,TAMPINES STREET 71,TAMPINES STARLIGHT,04,81,SINGAPORE,520711,711,TAMPINES STREET 71,TAMPINES STARLIGHT,04,81,SINGAPORE,520711,1.0,1.3584957,103.937115
14 MARINE TERRACE #27-67 MARINE TERRACE BREEZE SINGAPORE 440014,14,MARINE TERRACE,MARINE TERRACE BREEZE,27,67,SINGAPORE,440014,14,MARINE TERRACE,MARINE TERRACE BREEZE,27,67,SINGAPORE,440014,1.0,53.168293255172415,45.065234248275864
301A ANCHORVALE COURT ANCHORVALE DRIVE #23-77 SINGAPORE 541301,301A,ANCHORVALE DRIVE,ANCHORVALE COURT,23,77,SINGAPORE,541301,301A,ANCHORVALE DRIVE,ANCHORVALE COURT,23,77,SINGAPORE,541301,1.0,1.3891652,103.8918539
567 CHOA CHU KANG STREET 52 #04-37 SINGAPORE 680567,567,CHOA CHU KANG STREET 52,,04,37,SINGAPORE,680567,567,CHOA CHU KANG STREET 52,,04,37,SINGAPORE,680567,1.0,10.396765709756098,76.11525217073171
629 SENJA ROAD SENJA GRAND #24-06 SINGAPORE 670629,629,SENJA ROAD,SENJA GRAND,24,06,SINGAPORE,670629,629,SENJA ROAD,SENJA GRAND,24,06,SINGAPORE,670629,1.0,1.3865298,103.7591824
288D BUKIT BATOK STREET 25 #02-09 NATURE VIEW SINGAPORE 653288,288D,BUKIT BATOK STREET 25,NATURE VIEW,02,09,SINGAPORE,653288,288D,BUKIT BATOK STREET 25,NATURE VIEW,02,09,SINGAPORE,653288,1.0,1.3458759,103.7590728
456 #12-83 TECK GHEE GRANDEUR ANG MO KIO AVENUE 10 SINGAPORE 560456,456,ANG MO KIO AVENUE 10,TECK GHEE GRANDEUR,12,83,SINGAPORE,560456,456,ANG MO KIO AVENUE 10,TECK GHEE GRANDEUR,12,83,SINGAPORE,560456,1.0,1.3671995,103.8586293
441D FERNVALE ROAD FERNVALE VISTA #14-51 SINGAPORE 794441,441D,FERNVALE ROAD,FERNVALE VISTA,14,51,SINGAPORE,794441,441D,FERNVALE ROAD,FERNVALE VISTA,14,51,SINGAPORE,794441,1.0,1.3920949,103.8750876
210 BUKIT BATOK STREET 21 #24-22 SINGAPORE 650210,210,BUKIT BATOK STREET 21,,24,22,SINGAPORE,650210,210,BUKIT BATOK STREET 21,,24,22,SINGAPORE,650210,1.0,1.3456452,103.7495775
187 BOON LAY AVENUE #05-54 BOON LAY VISTA SINGAPORE 640187,187,BOON LAY AVENUE,BOON LAY VISTA,05,54,SINGAPORE,640187,187,BOON LAY AVENUE,BOON LAY VISTA,05,54,SINGAPORE,640187,1.0,1.345172,103.7107016
506 #09-03 HILLGROVE GARDENS BUKIT BATOK STREET 52 SINGAPORE 650506,506,BUKIT BATOK STREET 52,HILLGROVE GARDENS,09,03,SINGAPORE,650506,506,BUKIT BATOK STREET 52,HILLGROVE GARDENS,09,03,SINGAPORE,650506,1.0,1.3522452,103.7546863
112 #10-41 EDGEFIELD PLACEAINS SINGAPORE 820112,112,EDGEFIELD PLACEAINS,,10,41,SINGAPORE,820112,112,EDGEFIELD PLACEAINS,,10,41,SINGAPORE,820112,1.0,45.1668175,28.7947131
673A JURONG WEST STREET 65 #26-97 SINGAPORE 641673,673A,JURONG WEST STREET 65,,26,97,SINGAPORE,641673,673A,JURONG WEST STREET 65,,26,97,SINGAPORE,641673,1.0,1.3442809,103.7012354
931 #04-86 YISHUN CENTRAL 1 SINGAPORE 760931,931,YISHUN CENTRAL 1,,04,86,SINGAPORE,760931,931,YISHUN CENTRAL 1,,04,86,SINGAPORE,760931,1.0,1.426656,103.8372816
257 BUKIT PANJANG NEIGHBOURHOOD CENTRE BANGKIT ROAD #20-90 SINGAPORE 670257,257,BANGKIT ROAD,BUKIT PANJANG NEIGHBOURHOOD CENTRE,20,90,SINGAPORE,670257,257,BANGKIT ROAD,BUKIT PANJANG NEIGHBOURHOOD CENTRE,20,90,SINGAPORE,670257,1.0,1.37851525,103.77308105
136 BEDOK NORTH AVENUE 3 #12-88 SINGAPORE 460136,136,BEDOK NORTH AVENUE 3,,12,88,SINGAPORE,460136,136,BEDOK NORTH AVENUE 3,,12,88,SINGAPORE,460136,1.0,1.3281453,103.9352456
5 MARSILING SPRING MARSILING DRIVE #11-19 SINGAPORE 730005,5,MARSILING DRIVE,MARSILING SPRING,11,19,SINGAPORE,730005,5,MARSILING DRIVE,MARSILING SPRING,11,19,SINGAPORE,730005,1.0,4.3958403,-75.1430388
163 #10-20 MEI LING VISTA STIRLING ROAD SINGAPORE 140163,163,STIRLING ROAD,MEI LING VISTA,10,20,SINGAPORE,140163,163,STIRLING ROAD,MEI LING VISTA,10,20,SINGAPORE,140163,1.0,55.66810452758621,38.16734035517241
535 #24-12 GUILIN BREEZE BUKIT BATOK STREET 52 SINGAPORE 650535,535,BUKIT BATOK STREET 52,GUILIN BREEZE,24,12,SINGAPORE,650535,535,BUKIT BATOK STREET 52,GUILIN BREEZE,24,12,SINGAPORE,650535,1.0,1.3549823,103.7503869
713 BEDOK RESERVOIR ROAD #26-96 BEDOK RESERVOIR GARDEN SINGAPORE 470713,713,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,26,96,SINGAPORE,470713,713,BEDOK RESERVOIR ROAD,BEDOK RESERVOIR GARDEN,26,96,SINGAPORE,470713,1.0,1.3366234,103.9224194
31 TANGLIN HALT ROAD TANGLIN GROVE #05-07 SINGAPORE 141031,31,TANGLIN HALT ROAD,TANGLIN GROVE,05,07,SINGAPORE,141031,31,TANGLIN HALT ROAD,TANGLIN GROVE,05,07,SINGAPORE,141031,1.0,55.918440377272724,37.617376324025976
417 TECK GHEE HEARTLANDS #07-41 ANG MO KIO AVENUE 10 SINGAPORE 560417,417,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,07,41,SINGAPORE,560417,417,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,07,41,SINGAPORE,560417,1.0,1.3649643,103.8552059
151 #23-03 YIO CHU KANG GROVE ANG MO KIO AVENUE 5 SINGAPORE 560151,151,ANG MO KIO AVENUE 5,YIO CHU KANG GROVE,23,03,SINGAPORE,560151,151,ANG MO KIO AVENUE 5,YIO CHU KANG GROVE,23,03,SINGAPORE,560151,1.0,48.9168914,30.2365411
28 TANGLIN GROVE #11-36 TANGLIN HALT ROAD SINGAPORE 140028,28,TANGLIN HALT ROAD,TANGLIN GROVE,11,36,SINGAPORE,140028,28,TANGLIN HALT ROAD,TANGLIN GROVE,11,36,SINGAPORE,140028,1.0,1.2985551,103.7998934
266C #21-88 THE CORIS COMPASSVALE BOW SINGAPORE 543266,266C,COMPASSVALE BOW,THE CORIS,21,88,SINGAPORE,543266,266C,COMPASSVALE BOW,THE CORIS,21,88,SINGAPORE,543266,1.0,1.3826688,103.8974006
28C #19-65 DOVER CRESCENT DOVER GARDENS SINGAPORE 133028,28C,DOVER CRESCENT,DOVER GARDENS,19,65,SINGAPORE,133028,28C,DOVER CRESCENT,DOVER GARDENS,19,65,SINGAPORE,133028,1.0,1.3057329,103.7823707
488B HDB PUBLIC SHELTERS #16-12 TAMPINES STREET 45 SINGAPORE 521488,488B,TAMPINES STREET 45,HDB PUBLIC SHELTERS,16,12,SINGAPORE,521488,488B,TAMPINES STREET 45,HDB PUBLIC SHELTERS,16,12,SINGAPORE,521488,1.0,1.360376,103.9570788
5 DELTA AVENUE #02-20 SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE SINGAPORE 160005,5,DELTA AVENUE,SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE,02,20,SINGAPORE,160005,5,DELTA AVENUE,SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE,02,20,SINGAPORE,160005,1.0,42.31488794782609,69.5713638
625 #27-35 BUKIT BATOK CENTRAL SINGAPORE 650625,625,BUKIT BATOK CENTRAL,,27,35,SINGAPORE,650625,625,BUKIT BATOK CENTRAL,,27,35,SINGAPORE,650625,1.0,1.3514996,103.7487616
38 TANGLIN HALT GREEN #17-32 TANGLIN HALT ROAD SINGAPORE 140038,38,TANGLIN HALT ROAD,TANGLIN HALT GREEN,17,32,SINGAPORE,140038,38,TANGLIN HALT ROAD,TANGLIN HALT GREEN,17,32,SINGAPORE,140038,1.0,1.2974733,103.7987531
678 #22-03 MY FIRST SKOOL WOODLANDS AVENUE 6 SINGAPORE 730678,678,WOODLANDS AVENUE 6,MY FIRST SKOOL,22,03,SINGAPORE,730678,678,WOODLANDS AVENUE 6,MY FIRST SKOOL,22,03,SINGAPORE,730678,1.0,1.4405927,103.8018411
32 #03-35 HOLLAND CLOSE SINGAPORE 270032,32,HOLLAND CLOSE,,03,35,SINGAPORE,270032,32,HOLLAND CLOSE,,03,35,SINGAPORE,270032,1.0,1.3064851,103.7965004
128 KIM TIAN ROAD TIONG BAHRU NEIGHBOURHOOD POLICE POST #18-71 SINGAPORE 160128,128,KIM TIAN ROAD,TIONG BAHRU NEIGHBOURHOOD POLICE POST,18,71,SINGAPORE,160128,128,KIM TIAN ROAD,TIONG BAHRU NEIGHBOURHOOD POLICE POST,18,71,SINGAPORE,160128,1.0,-7.998669,-34.8513991
81 MACPHERSON VIEW #03-75 MACPHERSON LANE SINGAPORE 360081,81,MACPHERSON LANE,MACPHERSON VIEW,03,75,SINGAPORE,360081,81,MACPHERSON LANE,MACPHERSON VIEW,03,75,SINGAPORE,360081,1.0,43.485213,43.5931959
192 #19-97 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650192,192,BUKIT BATOK WEST AVENUE 6,,19,97,SINGAPORE,650192,192,BUKIT BATOK WEST AVENUE 6,,19,97,SINGAPORE,650192,1.0,1.3456294,103.7448588
348A YISHUN AVENUE 11 #28-78 ADORA GREEN SINGAPORE 761348,348A,YISHUN AVENUE 11,ADORA GREEN,28,78,SINGAPORE,761348,348A,YISHUN AVENUE 11,ADORA GREEN,28,78,SINGAPORE,761348,1.0,1.4274512,103.8413555
30 MARSILING DRIVE #14-09 MARSILING SAPPHIRE SINGAPORE 730030,30,MARSILING DRIVE,MARSILING SAPPHIRE,14,09,SINGAPORE,730030,30,MARSILING DRIVE,MARSILING SAPPHIRE,14,09,SINGAPORE,730030,1.0,36.056496654,103.825181826
126A #05-40 EDGEDALE PLACEAINS SINGAPORE 821126,126A,EDGEDALE PLACEAINS,,05,40,SINGAPORE,821126,126A,EDGEDALE PLACEAINS,,05,40,SINGAPORE,821126,1.0,-7.1468873,-78.0604067
472 CHOA CHU KANG AVENUE 3 #16-10 SINGAPORE 680472,472,CHOA CHU KANG AVENUE 3,,16,10,SINGAPORE,680472,472,CHOA CHU KANG AVENUE 3,,16,10,SINGAPORE,680472,1.0,1.3791523,103.7380199
BLOCK 97 WHAMPOA DRIVE WHAMPOA VIEW #15-97 SINGAPORE 320097,97,WHAMPOA DRIVE,WHAMPOA VIEW,15,97,SINGAPORE,320097,97,WHAMPOA DRIVE,WHAMPOA VIEW,15,97,SINGAPORE,320097,1.0,1.3212591,103.8548624
103 HOUGANG AVENUE 1 #01-02 SINGAPORE 530103,103,HOUGANG AVENUE 1,,01,02,SINGAPORE,530103,103,HOUGANG AVENUE 1,,01,02,SINGAPORE,530103,1.0,12.928574957142857,77.6685325
119D #11-62 KIM TIAN 119 KIM TIAN ROAD SINGAPORE 164119,119D,KIM TIAN ROAD,KIM TIAN 119,11,62,SINGAPORE,164119,119D,KIM TIAN ROAD,KIM TIAN 119,11,62,SINGAPORE,164119,1.0,14.87017095,120.25425151884788
467 ANG MO KIO AVENUE 10 #21-50 TECK GHEE HORIZON SINGAPORE 560467,467,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,21,50,SINGAPORE,560467,467,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,21,50,SINGAPORE,560467,1.0,1.3653808,103.8568448
9 SELEGIE ROAD SELEGIE HOUSE #20-47 SINGAPORE 180009,9,SELEGIE ROAD,SELEGIE HOUSE,20,47,SINGAPORE,180009,9,SELEGIE ROAD,SELEGIE HOUSE,20,47,SINGAPORE,180009,1.0,-8.0782076,-34.8987169
472 TECK GHEE HORIZON ANG MO KIO AVENUE 10 #05-48 SINGAPORE 560472,472,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,05,48,SINGAPORE,560472,472,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,05,48,SINGAPORE,560472,1.0,1.363145,103.8581009
181 PASIR RIS STREET 11 #03-34 SINGAPORE 510181,181,PASIR RIS STREET 11,,03,34,SINGAPORE,510181,181,PASIR RIS STREET 11,,03,34,SINGAPORE,510181,1.0,49.1825953,19.315957
512 #17-03 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560512,512,ANG MO KIO AVENUE 8,CHENG SAN CREST,17,03,SINGAPORE,560512,512,ANG MO KIO AVENUE 8,CHENG SAN CREST,17,03,SINGAPORE,560512,1.0,1.3726308,103.8491682
101 #26-20 KEBUN BARU HEIGHTS ANG MO KIO AVENUE 3 SINGAPORE 560101,101,ANG MO KIO AVENUE 3,KEBUN BARU HEIGHTS,26,20,SINGAPORE,560101,101,ANG MO KIO AVENUE 3,KEBUN BARU HEIGHTS,26,20,SINGAPORE,560101,1.0,48.8292061,29.9671462
367 #11-82 BUKIT BATOK STREET 31 SINGAPORE 650367,367,BUKIT BATOK STREET 31,,11,82,SINGAPORE,650367,367,BUKIT BATOK STREET 31,,11,82,SINGAPORE,650367,1.0,1.3603307,103.7497186
872 TAMPINES STREET 84 TAMPINES VISTA #16-85 SINGAPORE 520872,872,TAMPINES STREET 84,TAMPINES VISTA,16,85,SINGAPORE,520872,872,TAMPINES STREET 84,TAMPINES VISTA,16,85,SINGAPORE,520872,1.0,1.3541845,103.9323825
524 JURONG WEST STREET 52 #28-32 SINGAPORE 640524,524,JURONG WEST STREET 52,,28,32,SINGAPORE,640524,524,JURONG WEST STREET 52,,28,32,SINGAPORE,640524,1.0,1.3472214,103.7172775
612 EUNOS GROVE BEDOK RESERVOIR ROAD #27-68 SINGAPORE 470612,612,BEDOK RESERVOIR ROAD,EUNOS GROVE,27,68,SINGAPORE,470612,612,BEDOK RESERVOIR ROAD,EUNOS GROVE,27,68,SINGAPORE,470612,1.0,1.3315955,103.9157715
663 WOODLANDS RING ROAD #02-54 SINGAPORE 730663,663,WOODLANDS RING ROAD,,02,54,SINGAPORE,730663,663,WOODLANDS RING ROAD,,02,54,SINGAPORE,730663,1.0,1.4363112,103.7986639
504 PASIR RIS STREET 52 ELIAS PARKS ESTATE #04-35 SINGAPORE 510504,504,PASIR RIS STREET 52,ELIAS PARKS ESTATE,04,35,SINGAPORE,510504,504,PASIR RIS STREET 52,ELIAS PARKS ESTATE,04,35,SINGAPORE,510504,1.0,1.3760585,103.944792
129 YIO CHU KANG VILLE ANG MO KIO AVENUE 3 #03-86 SINGAPORE 560129,129,ANG MO KIO AVENUE 3,YIO CHU KANG VILLE,03,86,SINGAPORE,560129,129,ANG MO KIO AVENUE 3,YIO CHU KANG VILLE,03,86,SINGAPORE,560129,1.0,1.370086,103.8424855
52 CHAI CHEE GARDENS CHAI CHEE STREET #22-44 SINGAPORE 460052,52,CHAI CHEE STREET,CHAI CHEE GARDENS,22,44,SINGAPORE,460052,52,CHAI CHEE STREET,CHAI CHEE GARDENS,22,44,SINGAPORE,460052,1.0,51.8260193522388,55.15832946119403
445 ANG MO KIO AVENUE 10 #17-21 AMK FSC BASIC (CHENG SAN) SINGAPORE 560445,445,ANG MO KIO AVENUE 10,AMK FSC BASIC (CHENG SAN),17,21,SINGAPORE,560445,445,ANG MO KIO AVENUE 10,AMK FSC BASIC (CHENG SAN),17,21,SINGAPORE,560445,1.0,1.3669967,103.8556813
343 YUHUA PLACE JURONG EAST STREET 31 #04-64 SINGAPORE 600343,343,JURONG EAST STREET 31,YUHUA PLACE,04,64,SINGAPORE,600343,343,JURONG EAST STREET 31,YUHUA PLACE,04,64,SINGAPORE,600343,1.0,1.3459075,103.7310881
4 PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA 4 (DS) #27-28 HOLLAND CLOSE SINGAPORE 271004,4,HOLLAND CLOSE,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA 4 (DS),27,28,SINGAPORE,271004,4,HOLLAND CLOSE,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA 4 (DS),27,28,SINGAPORE,271004,1.0,1.3081423,103.7960137
677D PUNGGOL DRIVE #07-74 WATERWAY BROOKS SINGAPORE 824677,677D,PUNGGOL DRIVE,WATERWAY BROOKS,07,74,SINGAPORE,824677,677D,PUNGGOL DRIVE,WATERWAY BROOKS,07,74,SINGAPORE,824677,1.0,1.4059236,103.9104186
210 DBS SPF BOON LAY #23-52 BOON LAY PLACE SINGAPORE 640210,210,BOON LAY PLACE,DBS SPF BOON LAY,23,52,SINGAPORE,640210,210,BOON LAY PLACE,DBS SPF BOON LAY,23,52,SINGAPORE,640210,1.0,1.3478831,103.7132679
711 HDB PUBLIC SHELTERS #02-92 JURONG WEST STREET 71 SINGAPORE 640711,711,JURONG WEST STREET 71,HDB PUBLIC SHELTERS,02,92,SINGAPORE,640711,711,JURONG WEST STREET 71,HDB PUBLIC SHELTERS,02,92,SINGAPORE,640711,1.0,1.3431254,103.6955915
273D #05-28 JURONG WEST AVENUE 3 WENYA SINGAPORE 644273,273D,JURONG WEST AVENUE 3,WENYA,05,28,SINGAPORE,644273,273D,JURONG WEST AVENUE 3,WENYA,05,28,SINGAPORE,644273,1.0,1.3522693,103.7030885
63 #13-78 KALLANG BAHRU SINGAPORE 330063,63,KALLANG BAHRU,,13,78,SINGAPORE,330063,63,KALLANG BAHRU,,13,78,SINGAPORE,330063,1.0,25.01683505,121.31487015
6 #22-53 HOLLAND CLOSE SINGAPORE 271006,6,HOLLAND CLOSE,,22,53,SINGAPORE,271006,6,HOLLAND CLOSE,,22,53,SINGAPORE,271006,1.0,1.3072932,103.79554496666667
421 CASA CLEMENTI CLEMENTI AVENUE 1 #18-58 SINGAPORE 120421,421,CLEMENTI AVENUE 1,CASA CLEMENTI,18,58,SINGAPORE,120421,421,CLEMENTI AVENUE 1,CASA CLEMENTI,18,58,SINGAPORE,120421,1.0,1.3091734,103.7686293
436 ANG MO KIO AVENUE 10 #17-89 CHONG BOON RISE SINGAPORE 560436,436,ANG MO KIO AVENUE 10,CHONG BOON RISE,17,89,SINGAPORE,560436,436,ANG MO KIO AVENUE 10,CHONG BOON RISE,17,89,SINGAPORE,560436,1.0,1.3673661,103.8539993
62 TEBAN PLACE #19-16 TEBAN GARDENS ROAD SINGAPORE 600062,62,TEBAN GARDENS ROAD,TEBAN PLACE,19,16,SINGAPORE,600062,62,TEBAN GARDENS ROAD,TEBAN PLACE,19,16,SINGAPORE,600062,1.0,13.13426136,80.12629308
914 TAMPINES STREET 91 #16-70 TAMPINES PALMSVILLE SINGAPORE 520914,914,TAMPINES STREET 91,TAMPINES PALMSVILLE,16,70,SINGAPORE,520914,914,TAMPINES STREET 91,TAMPINES PALMSVILLE,16,70,SINGAPORE,520914,1.0,1.3490066,103.9395666
265D #10-85 COMPASSVALE BOW THE CORIS SINGAPORE 544265,265D,COMPASSVALE BOW,THE CORIS,10,85,SINGAPORE,544265,265D,COMPASSVALE BOW,THE CORIS,10,85,SINGAPORE,544265,1.0,1.3820531,103.8964185
510 BEDOK NORTH STREET 3 #14-56 SINGAPORE 460510,510,BEDOK NORTH STREET 3,,14,56,SINGAPORE,460510,510,BEDOK NORTH STREET 3,,14,56,SINGAPORE,460510,1.0,1.3323144,103.9308449
433 #04-37 SHEFFIELD KIDSWORLD (CCK) PTE. LTD. CHOA CHU KANG AVENUE 4 SINGAPORE 680433,433,CHOA CHU KANG AVENUE 4,SHEFFIELD KIDSWORLD (CCK) PTE. LTD.,04,37,SINGAPORE,680433,433,CHOA CHU KANG AVENUE 4,SHEFFIELD KIDSWORLD (CCK) PTE. LTD.,04,37,SINGAPORE,680433,1.0,1.3850962,103.7417991
841 #01-88 TAMPINES PALMWALK TAMPINES STREET 83 SINGAPORE 520841,841,TAMPINES STREET 83,TAMPINES PALMWALK,01,88,SINGAPORE,520841,841,TAMPINES STREET 83,TAMPINES PALMWALK,01,88,SINGAPORE,520841,1.0,1.3514703,103.9347458
666 JALAN DAMAI EUNOS DAMAI VILLE #03-45 SINGAPORE 410666,666,JALAN DAMAI,EUNOS DAMAI VILLE,03,45,SINGAPORE,410666,666,JALAN DAMAI,EUNOS DAMAI VILLE,03,45,SINGAPORE,410666,1.0,1.3337002,103.9080372
104A #03-69 KEBUN BARU HEIGHTS ANG MO KIO STREET 11 SINGAPORE 560104,104A,ANG MO KIO STREET 11,KEBUN BARU HEIGHTS,03,69,SINGAPORE,560104,104A,ANG MO KIO STREET 11,KEBUN BARU HEIGHTS,03,69,SINGAPORE,560104,1.0,12.964659170000001,77.53900846
348 #25-59 SINGAPORE BUDDHIST FREE CLINIC ANG MO KIO BRANCH CLINIC ANG MO KIO AVENUE 3 SINGAPORE 560348,348,ANG MO KIO AVENUE 3,SINGAPORE,25,59,,560348,348,ANG MO KIO AVENUE 3,SINGAPORE BUDDHIST FREE CLINIC ANG MO KIO BRANCH CLINIC,25,59,SINGAPORE,560348,0.7142857142857143,1.3661934,103.8479032
333B YISHUN STREET 31 YISHUN RIVERWALK #10-83 SINGAPORE 762333,333B,YISHUN STREET 31,YISHUN RIVERWALK,10,83,SINGAPORE,762333,333B,YISHUN STREET 31,YISHUN RIVERWALK,10,83,SINGAPORE,762333,1.0,1.4319515,103.8455086
620 #04-78 CHOA CHU KANG STREET 62 HDB PUBLIC SHELTERS SINGAPORE 680620,620,CHOA CHU KANG STREET 62,HDB PUBLIC SHELTERS,04,78,SINGAPORE,680620,620,CHOA CHU KANG STREET 62,HDB PUBLIC SHELTERS,04,78,SINGAPORE,680620,1.0,10.495802524489797,76.1475845877551
682 DBS NTUC HOUGANG AVENUE 4 HOUGANG AVENUE 4 #22-75 SINGAPORE 530682,682,HOUGANG AVENUE 4,DBS NTUC HOUGANG AVENUE 4,22,75,SINGAPORE,530682,682,HOUGANG AVENUE 4,DBS NTUC HOUGANG AVENUE 4,22,75,SINGAPORE,530682,1.0,1.3744432,103.8856498
151 YIO CHU KANG GROVE #03-71 ANG MO KIO AVENUE 5 SINGAPORE 560151,151,ANG MO KIO AVENUE 5,YIO CHU KANG GROVE,03,71,SINGAPORE,560151,151,ANG MO KIO AVENUE 5,YIO CHU KANG GROVE,03,71,SINGAPORE,560151,1.0,48.9168914,30.2365411
283 KEAT HONG TEMBUSU CHOA CHU KANG AVENUE 3 #18-50 SINGAPORE 680283,283,CHOA CHU KANG AVENUE 3,KEAT HONG TEMBUSU,18,50,SINGAPORE,680283,283,CHOA CHU KANG AVENUE 3,KEAT HONG TEMBUSU,18,50,SINGAPORE,680283,1.0,1.3798354,103.7427807
BLOCK 29 MARINE CRESCENT MARINE CRESCENT VILLE #16-80 SINGAPORE 440029,29,MARINE CRESCENT,MARINE CRESCENT VILLE,16,80,SINGAPORE,440029,29,MARINE CRESCENT,MARINE CRESCENT VILLE,16,80,SINGAPORE,440029,1.0,21.1773165,79.0819158
201A #19-82 COMPASSVALE SOUTH GATE COMPASSVALE DRIVE SINGAPORE 541201,201A,COMPASSVALE DRIVE,COMPASSVALE SOUTH GATE,19,82,SINGAPORE,541201,201A,COMPASSVALE DRIVE,COMPASSVALE SOUTH GATE,19,82,SINGAPORE,541201,1.0,1.3887991,103.892516
804 KING GEORGE'S AVENUE #05-30 SINGAPORE 200804,804,KING GEORGE'S AVENUE,,05,30,SINGAPORE,200804,804,KING GEORGE'S AVENUE,,05,30,SINGAPORE,200804,1.0,1.3080364,103.8606268
40 #10-49 BEDOK SOUTH PARKVIEW BEDOK SOUTH ROAD SINGAPORE 460040,40,BEDOK SOUTH ROAD,BEDOK SOUTH PARKVIEW,10,49,SINGAPORE,460040,40,BEDOK SOUTH ROAD,BEDOK SOUTH PARKVIEW,10,49,SINGAPORE,460040,1.0,51.78639909402174,55.17382425543479
BLOCK 36 TANGLIN HALT ROAD TANGLIN HALT GREEN #04-18 SINGAPORE 141036,36,TANGLIN HALT ROAD,TANGLIN HALT GREEN,04,18,SINGAPORE,141036,36,TANGLIN HALT ROAD,TANGLIN HALT GREEN,04,18,SINGAPORE,141036,1.0,56.00600442307693,37.64678427692308
327 ANG MO KIO AVENUE 3 ANG MO KIO 31 #13-12 SINGAPORE 560327,327,ANG MO KIO AVENUE 3,ANG MO KIO 31,13,12,SINGAPORE,560327,327,ANG MO KIO AVENUE 3,ANG MO KIO 31,13,12,SINGAPORE,560327,1.0,1.3670586,103.8469831
11 SAINT GEORGE'S EAST GARDENS #28-25 SAINT GEORGE'S ROAD SINGAPORE 320011,11,SAINT GEORGE'S ROAD,SAINT GEORGE'S EAST GARDENS,28,25,SINGAPORE,320011,11,SAINT GEORGE'S ROAD,SAINT GEORGE'S EAST GARDENS,28,25,SINGAPORE,320011,1.0,62.3609306,17.594556004594324
37 #10-46 CIRCUIT ROAD DBS CIRCUIT ROAD SINGAPORE 370037,37,CIRCUIT ROAD,DBS CIRCUIT ROAD,10,46,SINGAPORE,370037,37,CIRCUIT ROAD,DBS CIRCUIT ROAD,10,46,SINGAPORE,370037,1.0,1.3282009,103.8865037
50 TELOK BLANGAH DRIVE BLANGAH VIEW #12-37 SINGAPORE 100050,50,TELOK BLANGAH DRIVE,BLANGAH VIEW,12,37,SINGAPORE,100050,50,TELOK BLANGAH DRIVE,BLANGAH VIEW,12,37,SINGAPORE,100050,1.0,41.292006185714285,69.29154367142857
137 TECK WHYE LANE TECK WHYE SHOPPING CENTRE #23-02 SINGAPORE 680137,137,TECK WHYE LANE,TECK WHYE SHOPPING CENTRE,23,02,SINGAPORE,680137,137,TECK WHYE LANE,TECK WHYE SHOPPING CENTRE,23,02,SINGAPORE,680137,1.0,1.3799177,103.7527518
